id,variable,value,path_1,path_2,path_3,path_4,json_name,row_path,col_path_1,col_path_1_LIST,col_path_2,col_path_2_LIST,col_path_3,col_path_3_LIST,col_path_4,col_path_4_LIST,col_path_5,col_path_5_LIST,col_path_6,col_path_6_LIST,col_path_7,col_path_7_LIST,col_path_8,col_path_8_LIST,data_type,path,list_path,subfield_path,column_name,var_type,name,duplicate_flag
autofill_information:autofill_information_v2:SLIDER,your_facebook_activity/messages/autofill_information.json,"{'autofill_information_v2': {'CITY': ['string'], 'COUNTRY': ['string'], 'EMAIL': ['string'], 'PHONE': ['string'], 'COMPANY_NAME': ['string'], 'GENDER': ['string'], 'SLIDER': ['string'], 'FIRST_NAME': ['string'], 'LAST_NAME': ['string'], 'FULL_NAME': ['string'], 'WORK_EMAIL': ['string'], 'WORK_PHONE': ['string']}}",your_facebook_activity,messages,,,autofill_information.json,autofill_information_v2,SLIDER,NO LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('autofill_information_v2', 'SLIDER')","[""autofill_information_v2"", ""SLIDER""]","""SLIDER""",SLIDER,list,autofill_information,Yes
autofill_information:autofill_information_v2:FIRST_NAME,your_facebook_activity/messages/autofill_information.json,"{'autofill_information_v2': {'CITY': ['string'], 'COUNTRY': ['string'], 'EMAIL': ['string'], 'PHONE': ['string'], 'COMPANY_NAME': ['string'], 'GENDER': ['string'], 'SLIDER': ['string'], 'FIRST_NAME': ['string'], 'LAST_NAME': ['string'], 'FULL_NAME': ['string'], 'WORK_EMAIL': ['string'], 'WORK_PHONE': ['string']}}",your_facebook_activity,messages,,,autofill_information.json,autofill_information_v2,FIRST_NAME,NO LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('autofill_information_v2', 'FIRST_NAME')","[""autofill_information_v2"", ""FIRST_NAME""]","""FIRST_NAME""",FIRST_NAME,list,autofill_information,Yes
autofill_information:autofill_information_v2:LAST_NAME,your_facebook_activity/messages/autofill_information.json,"{'autofill_information_v2': {'CITY': ['string'], 'COUNTRY': ['string'], 'EMAIL': ['string'], 'PHONE': ['string'], 'COMPANY_NAME': ['string'], 'GENDER': ['string'], 'SLIDER': ['string'], 'FIRST_NAME': ['string'], 'LAST_NAME': ['string'], 'FULL_NAME': ['string'], 'WORK_EMAIL': ['string'], 'WORK_PHONE': ['string']}}",your_facebook_activity,messages,,,autofill_information.json,autofill_information_v2,LAST_NAME,NO LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('autofill_information_v2', 'LAST_NAME')","[""autofill_information_v2"", ""LAST_NAME""]","""LAST_NAME""",LAST_NAME,list,autofill_information,Yes
autofill_information:autofill_information_v2:FULL_NAME,your_facebook_activity/messages/autofill_information.json,"{'autofill_information_v2': {'CITY': ['string'], 'COUNTRY': ['string'], 'EMAIL': ['string'], 'PHONE': ['string'], 'COMPANY_NAME': ['string'], 'GENDER': ['string'], 'SLIDER': ['string'], 'FIRST_NAME': ['string'], 'LAST_NAME': ['string'], 'FULL_NAME': ['string'], 'WORK_EMAIL': ['string'], 'WORK_PHONE': ['string']}}",your_facebook_activity,messages,,,autofill_information.json,autofill_information_v2,FULL_NAME,NO LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('autofill_information_v2', 'FULL_NAME')","[""autofill_information_v2"", ""FULL_NAME""]","""FULL_NAME""",FULL_NAME,list,autofill_information,Yes
autofill_information:autofill_information_v2:WORK_EMAIL,your_facebook_activity/messages/autofill_information.json,"{'autofill_information_v2': {'CITY': ['string'], 'COUNTRY': ['string'], 'EMAIL': ['string'], 'PHONE': ['string'], 'COMPANY_NAME': ['string'], 'GENDER': ['string'], 'SLIDER': ['string'], 'FIRST_NAME': ['string'], 'LAST_NAME': ['string'], 'FULL_NAME': ['string'], 'WORK_EMAIL': ['string'], 'WORK_PHONE': ['string']}}",your_facebook_activity,messages,,,autofill_information.json,autofill_information_v2,WORK_EMAIL,NO LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('autofill_information_v2', 'WORK_EMAIL')","[""autofill_information_v2"", ""WORK_EMAIL""]","""WORK_EMAIL""",WORK_EMAIL,list,autofill_information,Yes
autofill_information:autofill_information_v2:WORK_PHONE,your_facebook_activity/messages/autofill_information.json,"{'autofill_information_v2': {'CITY': ['string'], 'COUNTRY': ['string'], 'EMAIL': ['string'], 'PHONE': ['string'], 'COMPANY_NAME': ['string'], 'GENDER': ['string'], 'SLIDER': ['string'], 'FIRST_NAME': ['string'], 'LAST_NAME': ['string'], 'FULL_NAME': ['string'], 'WORK_EMAIL': ['string'], 'WORK_PHONE': ['string']}}",your_facebook_activity,messages,,,autofill_information.json,autofill_information_v2,WORK_PHONE,NO LIST,,LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('autofill_information_v2', 'WORK_PHONE')","[""autofill_information_v2"", ""WORK_PHONE""]","""WORK_PHONE""",WORK_PHONE,list,autofill_information,Yes
your_cross-app_messaging_settings:media,your_facebook_activity/messages/your_cross-app_messaging_settings.json,"{'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,messages,,,your_cross-app_messaging_settings.json,media,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,your_cross-app_messaging_settings,Yes
your_cross-app_messaging_settings:label_values:label,your_facebook_activity/messages/your_cross-app_messaging_settings.json,"{'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,messages,,,your_cross-app_messaging_settings.json,label_values,label,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'label')",,"[""label_values"", ""label""]",label,static,your_cross-app_messaging_settings,Yes
your_cross-app_messaging_settings:label_values:value,your_facebook_activity/messages/your_cross-app_messaging_settings.json,"{'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,messages,,,your_cross-app_messaging_settings.json,label_values,value,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'value')",,"[""label_values"", ""value""]",value,static,your_cross-app_messaging_settings,Yes
your_cross-app_messaging_settings:fbid,your_facebook_activity/messages/your_cross-app_messaging_settings.json,"{'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,messages,,,your_cross-app_messaging_settings.json,fbid,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('fbid',)",,"[""fbid""]",fbid,skip,your_cross-app_messaging_settings,Yes
secret_conversations:secret_conversations_v2:has_sent_message,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,has_sent_message,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,boolean,"('secret_conversations_v2', 'has_sent_message')",,"[""secret_conversations_v2"", ""has_sent_message""]",has_sent_message,static,secret_conversations,No
secret_conversations:secret_conversations_v2:has_received_message,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,has_received_message,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,boolean,"('secret_conversations_v2', 'has_received_message')",,"[""secret_conversations_v2"", ""has_received_message""]",has_received_message,static,secret_conversations,No
secret_conversations:secret_conversations_v2:tincan_devices,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,tincan_devices,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('secret_conversations_v2', 'tincan_devices')",,"[""secret_conversations_v2"", ""tincan_devices""]",tincan_devices,static,secret_conversations,Yes
secret_conversations:secret_conversations_v2:device_type,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,armadillo_devices,NO LIST,device_type,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('secret_conversations_v2', 'armadillo_devices', 'device_type')","[""secret_conversations_v2"", ""armadillo_devices""]","""device_type""",device_type,list,secret_conversations,Yes
secret_conversations:secret_conversations_v2:device_manufacturer,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,armadillo_devices,NO LIST,device_manufacturer,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('secret_conversations_v2', 'armadillo_devices', 'device_manufacturer')","[""secret_conversations_v2"", ""armadillo_devices""]","""device_manufacturer""",device_manufacturer,list,secret_conversations,Yes
secret_conversations:secret_conversations_v2:device_model,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,armadillo_devices,NO LIST,device_model,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('secret_conversations_v2', 'armadillo_devices', 'device_model')","[""secret_conversations_v2"", ""armadillo_devices""]","""device_model""",device_model,list,secret_conversations,Yes
secret_conversations:secret_conversations_v2:device_os_version,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,armadillo_devices,NO LIST,device_os_version,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('secret_conversations_v2', 'armadillo_devices', 'device_os_version')","[""secret_conversations_v2"", ""armadillo_devices""]","""device_os_version""",device_os_version,list,secret_conversations,Yes
secret_conversations:secret_conversations_v2:last_connected_ip,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,armadillo_devices,NO LIST,last_connected_ip,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('secret_conversations_v2', 'armadillo_devices', 'last_connected_ip')","[""secret_conversations_v2"", ""armadillo_devices""]","""last_connected_ip""",last_connected_ip,list,secret_conversations,Yes
secret_conversations:secret_conversations_v2:last_active_time,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,armadillo_devices,NO LIST,last_active_time,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('secret_conversations_v2', 'armadillo_devices', 'last_active_time')","[""secret_conversations_v2"", ""armadillo_devices""]","""last_active_time""",last_active_time,list,secret_conversations,Yes
secret_conversations:secret_conversations_v2:calls,your_facebook_activity/messages/secret_conversations.json,"{'secret_conversations_v2': {'has_sent_message': 'boolean', 'has_received_message': 'boolean', 'tincan_devices': 'array', 'armadillo_devices': [{'device_type': 'string', 'device_manufacturer': 'string', 'device_model': 'string', 'device_os_version': 'string', 'last_connected_ip': 'string', 'last_active_time': 'number'}], 'calls': 'array'}}",your_facebook_activity,messages,,,secret_conversations.json,secret_conversations_v2,calls,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('secret_conversations_v2', 'calls')",,"[""secret_conversations_v2"", ""calls""]",calls,static,secret_conversations,Yes
media_used_for_memories:timestamp,your_facebook_activity/posts/media_used_for_memories.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,media_used_for_memories.json,timestamp,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('timestamp',)",,"[""timestamp""]",timestamp,skip,media_used_for_memories,No
media_used_for_memories:media,your_facebook_activity/posts/media_used_for_memories.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,media_used_for_memories.json,media,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,media_used_for_memories,Yes
media_used_for_memories:label_values:label,your_facebook_activity/posts/media_used_for_memories.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,media_used_for_memories.json,label_values,label,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'label')",,"[""label_values"", ""label""]",label,static,media_used_for_memories,No
media_used_for_memories:label_values:value,your_facebook_activity/posts/media_used_for_memories.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,media_used_for_memories.json,label_values,value,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'value')",,"[""label_values"", ""value""]",value,static,media_used_for_memories,No
media_used_for_memories:fbid,your_facebook_activity/posts/media_used_for_memories.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,media_used_for_memories.json,fbid,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('fbid',)",,"[""fbid""]",fbid,skip,media_used_for_memories,No
posts_on_other_pages_and_profiles:timestamp,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,posts_on_other_pages_and_profiles.json,timestamp,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('timestamp',)",,"[""timestamp""]",timestamp,skip,posts_on_other_pages_and_profiles,Yes
posts_on_other_pages_and_profiles:media,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,posts_on_other_pages_and_profiles.json,media,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,posts_on_other_pages_and_profiles,Yes
posts_on_other_pages_and_profiles:label_values:label,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,posts_on_other_pages_and_profiles.json,label_values,label,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'label')",,"[""label_values"", ""label""]",label,static,posts_on_other_pages_and_profiles,Yes
posts_on_other_pages_and_profiles:label_values:value,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,posts_on_other_pages_and_profiles.json,label_values,value,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'value')",,"[""label_values"", ""value""]",value,static,posts_on_other_pages_and_profiles,Yes
posts_on_other_pages_and_profiles:fbid,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,posts_on_other_pages_and_profiles.json,fbid,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('fbid',)",,"[""fbid""]",fbid,skip,posts_on_other_pages_and_profiles,Yes
your_posts__check_ins__photos_and_videos_1:timestamp,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json,"{'timestamp': 'number', 'attachments': [{'data': [{'external_context': {'url': 'string'}}]}], 'data': [{'update_timestamp': 'number'}], 'title': 'string'}",your_facebook_activity,posts,,,your_posts__check_ins__photos_and_videos_1.json,timestamp,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('timestamp',)",,"[""timestamp""]",timestamp,skip,your_posts__check_ins__photos_and_videos_1,Yes
your_posts__check_ins__photos_and_videos_1:attachments:url,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json,"{'timestamp': 'number', 'attachments': [{'data': [{'external_context': {'url': 'string'}}]}], 'data': [{'update_timestamp': 'number'}], 'title': 'string'}",your_facebook_activity,posts,,,your_posts__check_ins__photos_and_videos_1.json,attachments,data,LIST,external_context,LIST,url,NO LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,string,"('attachments', 'data', 'external_context', 'url')","[""attachments"", ""data""]","""url""",url,list,your_posts__check_ins__photos_and_videos_1,Yes
your_posts__check_ins__photos_and_videos_1:data:update_timestamp,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json,"{'timestamp': 'number', 'attachments': [{'data': [{'external_context': {'url': 'string'}}]}], 'data': [{'update_timestamp': 'number'}], 'title': 'string'}",your_facebook_activity,posts,,,your_posts__check_ins__photos_and_videos_1.json,data,update_timestamp,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('data', 'update_timestamp')",,"[""data"", ""update_timestamp""]",update_timestamp,static,your_posts__check_ins__photos_and_videos_1,Yes
your_posts__check_ins__photos_and_videos_1:title,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json,"{'timestamp': 'number', 'attachments': [{'data': [{'external_context': {'url': 'string'}}]}], 'data': [{'update_timestamp': 'number'}], 'title': 'string'}",your_facebook_activity,posts,,,your_posts__check_ins__photos_and_videos_1.json,title,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('title',)",,"[""title""]",title,skip,your_posts__check_ins__photos_and_videos_1,Yes
content_sharing_links_you_have_created:timestamp,your_facebook_activity/posts/content_sharing_links_you_have_created.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string', 'href': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,content_sharing_links_you_have_created.json,timestamp,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('timestamp',)",,"[""timestamp""]",timestamp,skip,content_sharing_links_you_have_created,Yes
content_sharing_links_you_have_created:media,your_facebook_activity/posts/content_sharing_links_you_have_created.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string', 'href': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,content_sharing_links_you_have_created.json,media,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,content_sharing_links_you_have_created,Yes
content_sharing_links_you_have_created:label_values:label,your_facebook_activity/posts/content_sharing_links_you_have_created.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string', 'href': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,content_sharing_links_you_have_created.json,label_values,label,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'label')",,"[""label_values"", ""label""]",label,static,content_sharing_links_you_have_created,Yes
content_sharing_links_you_have_created:label_values:value,your_facebook_activity/posts/content_sharing_links_you_have_created.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string', 'href': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,content_sharing_links_you_have_created.json,label_values,value,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'value')",,"[""label_values"", ""value""]",value,static,content_sharing_links_you_have_created,Yes
content_sharing_links_you_have_created:label_values:href,your_facebook_activity/posts/content_sharing_links_you_have_created.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string', 'href': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,content_sharing_links_you_have_created.json,label_values,href,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'href')",,"[""label_values"", ""href""]",href,static,content_sharing_links_you_have_created,Yes
content_sharing_links_you_have_created:fbid,your_facebook_activity/posts/content_sharing_links_you_have_created.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string', 'href': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,content_sharing_links_you_have_created.json,fbid,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('fbid',)",,"[""fbid""]",fbid,skip,content_sharing_links_you_have_created,Yes
your_uncategorized_photos:other_photos_v2:uri,your_facebook_activity/posts/your_uncategorized_photos.json,"{'other_photos_v2': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'photo_metadata': {'exif_data': [{'upload_ip': 'string'}]}}}]}",your_facebook_activity,posts,,,your_uncategorized_photos.json,other_photos_v2,uri,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('other_photos_v2', 'uri')",,"[""other_photos_v2"", ""uri""]",uri,static,your_uncategorized_photos,Yes
your_uncategorized_photos:other_photos_v2:creation_timestamp,your_facebook_activity/posts/your_uncategorized_photos.json,"{'other_photos_v2': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'photo_metadata': {'exif_data': [{'upload_ip': 'string'}]}}}]}",your_facebook_activity,posts,,,your_uncategorized_photos.json,other_photos_v2,creation_timestamp,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('other_photos_v2', 'creation_timestamp')",,"[""other_photos_v2"", ""creation_timestamp""]",creation_timestamp,static,your_uncategorized_photos,Yes
your_uncategorized_photos:other_photos_v2:upload_ip,your_facebook_activity/posts/your_uncategorized_photos.json,"{'other_photos_v2': [{'uri': 'string', 'creation_timestamp': 'number', 'media_metadata': {'photo_metadata': {'exif_data': [{'upload_ip': 'string'}]}}}]}",your_facebook_activity,posts,,,your_uncategorized_photos.json,other_photos_v2,media_metadata,LIST,photo_metadata,NO LIST,exif_data,NO LIST,upload_ip,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,string,"('other_photos_v2', 'media_metadata', 'photo_metadata', 'exif_data', 'upload_ip')",,"[""other_photos_v2"", ""media_metadata"", ""photo_metadata"", ""exif_data"", ""upload_ip""]",upload_ip,static,your_uncategorized_photos,Yes
edits_you_made_to_posts:timestamp,your_facebook_activity/posts/edits_you_made_to_posts.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,edits_you_made_to_posts.json,timestamp,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,number,"('timestamp',)",,"[""timestamp""]",timestamp,skip,edits_you_made_to_posts,Yes
edits_you_made_to_posts:media,your_facebook_activity/posts/edits_you_made_to_posts.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,edits_you_made_to_posts.json,media,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,array,"('media',)",,"[""media""]",media,skip,edits_you_made_to_posts,Yes
edits_you_made_to_posts:label_values:label,your_facebook_activity/posts/edits_you_made_to_posts.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,edits_you_made_to_posts.json,label_values,label,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'label')",,"[""label_values"", ""label""]",label,static,edits_you_made_to_posts,Yes
edits_you_made_to_posts:label_values:value,your_facebook_activity/posts/edits_you_made_to_posts.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,edits_you_made_to_posts.json,label_values,value,LIST,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('label_values', 'value')",,"[""label_values"", ""value""]",value,static,edits_you_made_to_posts,Yes
edits_you_made_to_posts:fbid,your_facebook_activity/posts/edits_you_made_to_posts.json,"{'timestamp': 'number', 'media': 'array', 'label_values': [{'label': 'string', 'value': 'string'}], 'fbid': 'string'}",your_facebook_activity,posts,,,edits_you_made_to_posts.json,fbid,,NO LIST,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,,MISSING,string,"('fbid',)",,"[""fbid""]",fbid,skip,edits_you_made_to_posts,Yes
