column_name,path,list_path,subfield_path,var_type,data_type
Link,"['Your Activity', 'Watch History', 'VideoList', 'Link']","['Your Activity', 'Watch History']","['VideoList', 'Link']",list,string
Description,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Description']","['Profile', 'Profile Info', 'ProfileMap']","['PlatformInfo', 'Description']",list,string
Name,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Name']","['Profile', 'Profile Info', 'ProfileMap']","['PlatformInfo', 'Name']",list,string
Platform,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Platform']","['Profile', 'Profile Info', 'ProfileMap']","['PlatformInfo', 'Platform']",list,string
Profile Photo,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Profile Photo']","['Profile', 'Profile Info', 'ProfileMap']","['PlatformInfo', 'Profile Photo']",list,string
,"['Your Activity', 'Searches', 'SearchList', 'Date']",,,,string
,"['Your Activity', 'Searches', 'SearchList', 'SearchTerm']",,,,string
,"['Your Activity', 'Status', 'Status List', 'Resolution']",,,,string
,"['Your Activity', 'Status', 'Status List', 'App Version']",,,,string
,"['Your Activity', 'Status', 'Status List', 'IDFA']",,,,string
,"['Your Activity', 'Status', 'Status List', 'GAID']",,,,string
,"['Your Activity', 'Status', 'Status List', 'Android ID']",,,,string
,"['Your Activity', 'Status', 'Status List', 'IDFV']",,,,string
,"['Your Activity', 'Status', 'Status List', 'Web ID']",,,,string
,"['Your Activity', 'Watch History', 'VideoList', 'Date']",,,,string
,"['Your Activity', 'Watch History', 'VideoList', 'Link']",,,,string
,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Description']",,,,string
,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Name']",,,,string
,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Platform']",,,,string
,"['Profile', 'Profile Info', 'ProfileMap', 'PlatformInfo', 'Profile Photo']",,,,string
