id,column_name,path,list_path,subfield_path,var_type,data_type,json_name,duplicate_flag
App Settings:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in Following feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,array,,Yes
App Settings:Keyword filters for videos in Following feed,Keyword filters for videos in Following feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in Following feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in Following feed""]",static,array,,Yes
App Settings:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in For You feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,array,,Yes
App Settings:Keyword filters for videos in For You feed,Keyword filters for videos in For You feed,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Keyword filters for videos in For You feed']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Keyword filters for videos in For You feed""]",static,array,,Yes
App Settings:Video Languages Preferences,Video Languages Preferences,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Video Languages Preferences']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,array,,Yes
App Settings:Video Languages Preferences,Video Languages Preferences,"['App Settings', 'Settings', 'SettingsMap', 'Content Preferences', 'Video Languages Preferences']",,"[""App Settings"", ""Settings"", ""SettingsMap"", ""Content Preferences"", ""Video Languages Preferences""]",static,array,,Yes
Settings:Personalized Ads,Personalized Ads,"['Settings', 'SettingsMap', 'Personalized Ads']",,"[""Settings"", ""SettingsMap"", ""Personalized Ads""]",static,string,,No
RecentlyDeletedPosts:Date,Date,"['RecentlyDeletedPosts', 'PostList', 'Date']","[""RecentlyDeletedPosts"", ""PostList""]","""Date""",list,string,,No
RecentlyDeletedPosts:DateDeleted,DateDeleted,"['RecentlyDeletedPosts', 'PostList', 'DateDeleted']","[""RecentlyDeletedPosts"", ""PostList""]","""DateDeleted""",list,string,,No
RecentlyDeletedPosts:Link,Link,"['RecentlyDeletedPosts', 'PostList', 'Link']","[""RecentlyDeletedPosts"", ""PostList""]","""Link""",list,string,,No
RecentlyDeletedPosts:Likes,Likes,"['RecentlyDeletedPosts', 'PostList', 'Likes']","[""RecentlyDeletedPosts"", ""PostList""]","""Likes""",list,string,,No
RecentlyDeletedPosts:ContentDisclosure,ContentDisclosure,"['RecentlyDeletedPosts', 'PostList', 'ContentDisclosure']","[""RecentlyDeletedPosts"", ""PostList""]","""ContentDisclosure""",list,string,,No
RecentlyDeletedPosts:AIGeneratedContent,AIGeneratedContent,"['RecentlyDeletedPosts', 'PostList', 'AIGeneratedContent']","[""RecentlyDeletedPosts"", ""PostList""]","""AIGeneratedContent""",list,string,,No
RecentlyDeletedPosts:Sound,Sound,"['RecentlyDeletedPosts', 'PostList', 'Sound']","[""RecentlyDeletedPosts"", ""PostList""]","""Sound""",list,string,,No
RecentlyDeletedPosts:Location,Location,"['RecentlyDeletedPosts', 'PostList', 'Location']","[""RecentlyDeletedPosts"", ""PostList""]","""Location""",list,string,,No
RecentlyDeletedPosts:Title,Title,"['RecentlyDeletedPosts', 'PostList', 'Title']","[""RecentlyDeletedPosts"", ""PostList""]","""Title""",list,string,,No
RecentlyDeletedPosts:AddYoursText,AddYoursText,"['RecentlyDeletedPosts', 'PostList', 'AddYoursText']","[""RecentlyDeletedPosts"", ""PostList""]","""AddYoursText""",list,string,,No
